student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade,performance_category
2257,21.2,100,3.4,100,A,Excellent
4484,18.9,75.5,4.2,86.5,A,Good
9090,11,84.1,8.8,72.6,B,Average
4266,18.5,94.7,8.8,89.2,A,Good
8670,20.6,90.2,5.5,100,A,Excellent
1899,18.9,87,4.1,100,A,Excellent
6689,2.7,99,6.8,68,C,Average
1178,14.3,68.9,7.1,98.7,A,Excellent
7222,0,90.9,2.6,35.4,F,Poor
7759,5.1,82.2,5.7,58.1,C,Poor
1572,6.2,86.6,4.2,78.6,B,Good
1406,9.7,64.4,4.8,52.9,D,Poor
4695,13.7,72.3,10,77,B,Good
719,12.5,82.9,4.6,78.4,B,Good
5574,12.4,83.9,3.5,78.6,B,Good
3000,13.9,74.7,2.3,84.3,B,Good
788,18.2,78.9,8.3,93.4,A,Excellent
4529,14.6,77.2,10,95,A,Excellent
2389,21.2,92.5,4.3,100,A,Excellent
1102,0,84.2,7.6,60.7,C,Average
7984,28.2,100,6.7,100,A,Excellent
2947,15.6,94.4,5.8,81.5,B,Good
5943,15,98.7,2,80.3,B,Good
2810,11.2,72.8,5.6,80.8,B,Good
5726,6.5,98,2.4,80.8,B,Good
6773,0,87.1,3.4,59.8,C,Poor
6734,10.2,97.5,4.5,62.4,C,Average
1402,18.8,76.8,8.7,87.5,A,Good
4691,14.4,87.3,5.6,85.3,A,Good
1355,11,70.3,6.2,72.9,B,Average
574,13.5,79.3,6.5,89,A,Good
5054,13.1,84.8,6.2,80.8,B,Good
2972,14.5,100,10,92.4,A,Excellent
9037,15.2,84.1,2.9,81.7,B,Good
8609,0,68,7,51.1,D,Poor
8888,14.1,80.8,5.5,85.1,A,Good
8732,14.1,77.5,7,97.3,A,Excellent
5762,18.6,78.8,6.8,99.8,A,Excellent
1688,16.4,83.4,5.1,85.3,A,Good
8889,14.5,89.2,7.7,88,A,Good
2093,19.4,78,4.5,100,A,Excellent
8415,11,97,7.4,74.2,B,Average
5849,8.5,67.5,5.8,81.2,B,Good
188,7.1,90.89,1.46,49.31,D,Poor
705,4.1,68.5,5.4,71.4,B,Average
2576,7.2,85.6,6.3,72.6,B,Average
3020,18.9,85.6,5.1,100,A,Excellent
3959,22.8,77.1,1.6,100,A,Excellent
2546,18,95.7,4.2,89.6,A,Good
688,12.4,78.5,4.4,76.5,B,Good
1300,17.3,87.9,8.3,88.1,A,Good
1554,9.2,92.9,7.8,74.7,B,Average
5108,15.3,75.4,3.9,85.8,A,Good
3616,20.1,100,7.4,99.4,A,Excellent
293,10.9,88.2,5.2,74.5,B,Average
3900,17.7,73.4,8.3,100,A,Excellent
6516,10.1,91.8,6.9,82,B,Good
8294,30.3,75.2,4.1,100,A,Excellent
3682,12.2,68.5,5.7,72.8,B,Average
1730,27.9,76.9,4.1,100,A,Excellent
3892,19.1,82.6,7.7,100,A,Excellent
3242,35.1,92.3,8.7,100,A,Excellent
365,19.8,80,1.9,95.4,A,Excellent
6068,22.7,78.1,7,100,A,Excellent
3666,6.2,92,5.8,69.6,C,Average
5838,25.1,100,5.4,92.7,A,Excellent
7422,14.9,61.5,10,82.4,B,Good
1953,8.7,77.7,10,62.9,C,Average
5451,11.9,82.1,6,74.4,B,Average
6630,18.1,76.4,7.2,97.9,A,Excellent
325,8,90.2,4.8,71.6,B,Average
5190,27.1,70.3,4.1,100,A,Excellent
7402,19,93,4.4,94.1,A,Excellent
7377,18.2,66.7,6.9,88.6,A,Good
5068,26.3,100,1.8,100,A,Excellent
2866,12.8,96.3,6.5,82.9,B,Good
6507,23.9,79.2,4.4,100,A,Excellent
6392,15,93.3,5.6,84.5,B,Good
3717,37.7,80.6,3,100,A,Excellent
6578,7.9,87.6,5.8,69.9,C,Average
3358,0.1,80.1,8.1,53.1,D,Poor
1398,8.2,99.3,7,53.4,D,Poor
4436,19.9,100,6.1,87.7,A,Good
8211,19.4,96.6,6.7,81.7,B,Good
1165,22.2,85.9,5.9,100,A,Excellent
8162,21.1,84.5,2.5,96.1,A,Excellent
2405,26.7,100,6,100,A,Excellent
4602,21.6,87.1,6.7,100,A,Excellent
1143,13.9,88.2,2.9,66.3,C,Average
4961,12.8,94.5,7.4,82.4,B,Good
8458,15.2,82.1,7.7,83.7,B,Good
236,19.4,83.3,1.8,100,A,Excellent
5408,23.1,93.9,8.9,100,A,Excellent
2221,12.5,67.7,6.8,94.2,A,Excellent
529,16.8,91,6.8,79.1,B,Good
8287,16.1,85.8,6,82.6,B,Good
4133,22.5,90.1,7.2,100,A,Excellent
1525,12.4,96.5,9.1,81.8,B,Good
4323,23.5,80.2,5.3,100,A,Excellent
3506,5.4,76.4,5.6,46.8,D,Poor
1907,4,94.2,3.1,59.3,C,Poor
8986,26.7,85.3,4.2,100,A,Excellent
6495,7.8,95.9,8.2,49.8,D,Poor
4354,3.3,90.6,5.8,47.2,D,Poor
8409,10.6,100,5.4,80.1,B,Good
6996,12.9,89.7,6.6,80.2,B,Good
7199,27.4,100,4.8,100,A,Excellent
6723,17.3,71,3.8,100,A,Excellent
2193,29.2,89.1,7.4,100,A,Excellent
5802,13.3,92.6,4.7,77.9,B,Good
1962,17,94.9,6.9,92.9,A,Excellent
916,17,75.6,4.4,100,A,Excellent
961,19.5,70.3,8.5,100,A,Excellent
1802,14.6,80,4.5,88.4,A,Good
470,11,96.7,7,65.7,C,Average
5877,3.7,83.4,3.2,62.2,C,Average
1488,2.7,99.9,6.9,56.1,C,Poor
7928,16,84.8,7.3,87.2,A,Good
494,9,90.3,3.4,85.5,A,Good
7254,21.8,92.7,3.7,99.6,A,Excellent
728,17.4,64.5,8.2,83.7,B,Good
1423,12.4,79.7,7.7,74.9,B,Average
7415,31,82.7,5.5,100,A,Excellent
7618,25.5,86.4,4.2,100,A,Excellent
3928,18.2,91,7.3,91.4,A,Excellent
849,10.5,77.8,4.3,80,B,Good
4060,13.3,61.6,6.2,82.2,B,Good
2139,6.3,82.7,3.7,69.2,C,Average
6696,7.4,97.6,6.6,59.4,C,Poor
1548,17.1,93.2,10,90.9,A,Excellent
3163,11.8,91.8,7,63.8,C,Average
8559,14.3,97.1,6.6,100,A,Excellent
968,27.6,87.4,3.4,100,A,Excellent
5563,10.6,78.2,6.1,94,A,Excellent
6422,9.2,76.8,6.6,97.9,A,Excellent
3880,13.6,80.2,4.8,74.2,B,Average
6258,5.6,100,6.6,83.4,B,Good
8432,14.4,100,4.4,77.8,B,Good
9088,28.9,79.2,7,100,A,Excellent
4146,0,77.6,7.6,32.1,F,Poor
5820,13.1,75.5,8.6,78.9,B,Good
6544,13.8,95.8,7,82.9,B,Good
6166,10.7,83.5,6.5,80.6,B,Good
8658,26.5,100,4.3,100,A,Excellent
3707,11.3,73.9,7.1,82.2,B,Good
2742,18.2,77.8,6.9,95,A,Excellent
7317,8.5,66.2,8.9,51,D,Poor
3885,14.6,89,4.8,82.8,B,Good
1044,14.7,94.2,4.1,100,A,Excellent
3489,8.5,88.7,7.3,75.5,B,Good
3981,24.5,73,9.9,100,A,Excellent
6621,0,86.5,7.9,39.3,F,Poor
5484,15.3,86.3,6.4,88.6,A,Good
2319,11.1,88,4.6,88.4,A,Good
8585,13.1,93.1,5.9,74.6,B,Average
2991,25.6,90.1,3.4,100,A,Excellent
9009,17.1,84.3,3.4,81,B,Good
8999,10.2,100,5.7,70.3,B,Average
9034,6.7,86.9,8.5,65,C,Average
7045,20.6,85.4,6.3,86.4,A,Good
6002,10.6,65.9,7.2,85.3,A,Good
4656,30.1,86.5,5.7,100,A,Excellent
7108,14,93.7,6.6,91.2,A,Excellent
4934,22.9,100,5.1,100,A,Excellent
4297,7.6,86.5,7,68.7,C,Average
4152,22.9,92.2,5.9,84.5,B,Good
8204,9.4,84,2.1,79.8,B,Good
8224,18.1,78.8,8.6,92.4,A,Excellent
1491,11.1,91.4,6.3,100,A,Excellent
8440,18.6,95.1,7.6,90.3,A,Excellent
552,13.9,86.3,5.6,87,A,Good
6359,1.1,77.4,4.4,63.7,C,Average
3037,12.6,91.9,5.4,90.8,A,Excellent
4378,29.3,86,5.5,100,A,Excellent
2422,23.2,84.9,6,100,A,Excellent
6577,10.7,77.7,10,56.8,C,Poor
6341,8.5,89.6,3.6,55.1,C,Poor
3933,21.2,84.5,5.2,100,A,Excellent
8687,7.2,94.5,4.1,84.2,B,Good
5812,25.1,73.5,9.6,100,A,Excellent
7657,25.6,81.3,2.9,100,A,Excellent
6244,21.5,85.9,0,88.8,A,Good
8080,24.3,83.4,7.5,92,A,Excellent
2757,16.4,90.3,4.6,97.5,A,Excellent
102,19.51,97.33,4.9,77.16,B,Good
6580,2.4,72.4,4.9,74.7,B,Average
8362,16.8,70,6.1,100,A,Excellent
4983,17,76.5,2.5,100,A,Excellent
3185,9.5,82.4,7.5,75.9,B,Good
7031,5.5,88.8,4.4,83,B,Good
464,16.5,78.7,5.9,77.5,B,Good
8617,4.5,94.6,4.5,67.2,C,Average
3377,13,75.4,6,88.1,A,Good
1401,7.7,56.1,4.6,56.7,C,Poor
4550,13.4,70.8,4.6,78.6,B,Good
3526,6.8,89.4,1.9,58.5,C,Poor
7318,23.7,93.5,4.4,100,A,Excellent
6058,22.2,99.2,1.7,97.2,A,Excellent
6087,12.8,91.3,5.6,63.6,C,Average
7106,12.3,100,7.5,72.3,B,Average
103,12.67,84.85,5.65,61.66,C,Average
1296,14.3,100,7.4,72.3,B,Average
1310,18.3,73.8,7.4,95.3,A,Excellent
3960,16.3,84,4.8,85.2,A,Good
370,9.6,94.4,7.5,80,B,Good
2885,0,91.1,7,68,C,Average
6184,28.7,83.3,7.7,100,A,Excellent
5640,16.6,84.6,6.7,87.7,A,Good
8582,10.7,100,4,63.9,C,Average
715,14.7,91.2,9.2,89.5,A,Good
2853,7.3,88,6,71.6,B,Average
1062,0,83.7,9.7,58.7,C,Poor
3827,6.8,86.9,6.4,67.4,C,Average
279,15.5,74.9,6.2,77.6,B,Good
6813,9.1,78.9,6.8,72.3,B,Average
8134,27.8,90.5,6.1,100,A,Excellent
1615,13.7,70.3,6.1,70.2,B,Average
7951,5.1,83.7,8.3,64.1,C,Average
706,19.2,100,7.9,100,A,Excellent
6394,10.3,100,7.1,63.8,C,Average
2345,0,88.2,5.4,24.3,F,Poor
5986,11,81.7,7.9,70.1,B,Average
8511,15,98,6,88.2,A,Good
5060,12,86.1,7.3,81.9,B,Good
6455,4.5,99.7,3.2,54.2,D,Poor
6666,8.5,92,8.8,92.1,A,Excellent
8188,19.4,84,6.8,100,A,Excellent
1943,16.9,87.4,6.3,98.6,A,Excellent
8641,26.3,84.3,4.7,100,A,Excellent
9101,12.6,82.4,7.1,85,A,Good
2814,12.8,83.9,8,72.2,B,Average
413,4.3,77.5,5.9,54.3,D,Poor
4280,17.5,86.2,3.8,100,A,Excellent
8449,9.5,79.5,5.4,50.1,D,Poor
7884,14.6,76.4,9.1,85.5,A,Good
6282,16.3,86,6.8,88.6,A,Good
4850,18.4,86.6,4.8,100,A,Excellent
5444,11.2,86.8,6.1,76.1,B,Good
3764,20.8,83,5.2,100,A,Excellent
4710,14.7,79.3,3.4,80.6,B,Good
8136,14.1,78.7,8.2,100,A,Excellent
7761,24.2,79.9,5.6,100,A,Excellent
2948,0,74.3,6.2,66.1,C,Average
3027,16.3,82.2,7.6,86.7,A,Good
3512,8.9,81.9,4.1,57.4,C,Poor
5284,19.2,89.2,10,89.9,A,Good
7294,8.2,75.2,5.3,74.8,B,Average
3897,24.8,83.6,8.7,92.6,A,Excellent
2375,22.8,92.2,7.2,100,A,Excellent
3540,13.9,86.1,7.2,100,A,Excellent
3258,10,91,4,71.1,B,Average
4729,26.1,87.2,7,100,A,Excellent
6129,9.3,93.8,6.7,76.4,B,Good
4093,14.2,100,3.6,81.6,B,Good
8178,25.7,82.7,5.3,100,A,Excellent
2385,15.2,81.9,2.4,98.8,A,Excellent
6847,15.6,84.4,10,93.1,A,Excellent
3849,14,72.9,6.6,92.1,A,Excellent
7300,22.9,84.6,5.8,100,A,Excellent
6830,11.9,82.2,6.2,80.9,B,Good
3687,32.4,99.5,9.7,100,A,Excellent
4609,19.8,99.5,8.1,100,A,Excellent
7183,20.1,99.5,5.8,98.4,A,Excellent
1507,19.9,78.5,5.5,100,A,Excellent
8744,21.2,75.2,5.7,97.9,A,Excellent
5585,23.2,68.9,5.6,100,A,Excellent
8350,24,87,4.4,100,A,Excellent
8726,12.4,88.9,6.4,88,A,Good
5087,14.9,95.3,10,86.5,A,Good
8517,8.5,87.7,6.8,89.7,A,Good
8334,20,70,8.6,100,A,Excellent
4862,9.2,84.6,7.4,68.5,C,Average
4032,5.1,94.6,5.6,64.1,C,Average
7059,28.7,91.3,7.4,100,A,Excellent
2615,19.2,80.8,3.5,84.3,B,Good
5590,25.8,78.6,4.7,100,A,Excellent
1260,14.6,100,5,75.5,B,Good
8236,20.5,84,7.2,100,A,Excellent
5989,18,83.9,7.6,88,A,Good
2202,13.7,74,6.4,91.2,A,Excellent
8871,22.4,96.8,5.3,100,A,Excellent
8307,5,89.8,6.3,63.9,C,Average
2288,13.2,71.5,6.1,100,A,Excellent
1641,15.2,87.7,5.7,100,A,Excellent
8437,16.1,91.5,4.3,82.3,B,Good
4239,25.2,76.9,4.5,100,A,Excellent
4132,15,99,8.2,87.5,A,Good
589,20.8,80.6,5.3,100,A,Excellent
7337,14.7,100,6.5,89.8,A,Good
3698,17.3,100,4.6,90.2,A,Excellent
8301,25.2,85.1,8.5,100,A,Excellent
3405,18.1,80.1,6.7,100,A,Excellent
1262,15.5,73.5,8.9,97.3,A,Excellent
6251,11,66.4,4.9,85.5,A,Good
3863,15,83.2,6.3,72.4,B,Average
640,5.9,74.6,6.5,82.7,B,Good
3445,19.9,72.6,9.9,94.3,A,Excellent
4398,8.3,100,5.4,55.1,C,Poor
5414,21.1,86.6,6.3,97.7,A,Excellent
1858,13.2,88.4,3.4,99.1,A,Excellent
6876,8.7,83.9,7.2,63.9,C,Average
4675,20.8,86.4,6.6,86.5,A,Good
6976,15.2,78.3,7.3,85.3,A,Good
7191,16.1,77.8,6.6,100,A,Excellent
980,20.3,100,6.6,95.8,A,Excellent
2781,21.1,73.7,7,92.2,A,Excellent
5072,13.5,77.3,8.4,77.3,B,Good
5938,3.9,76.3,9.4,69.8,C,Average
1821,14.1,86.8,8.2,88.1,A,Good
3071,6.1,75.7,6.7,70,B,Average
3472,14.4,80.1,4.6,85.6,A,Good
1538,11.3,94.1,6.6,79.7,B,Good
4258,25,76.8,6.9,100,A,Excellent
8023,2.3,83.1,4.7,50,D,Poor
686,20,84.5,7.9,100,A,Excellent
6176,13.2,75.8,4.9,87.9,A,Good
6552,23.1,79,4.4,85.3,A,Good
5578,16.4,86.6,6.3,78.5,B,Good
2279,19.7,91.4,3,100,A,Excellent
6700,9.2,85.5,4.5,69.9,C,Average
1661,24.2,95.8,5.6,100,A,Excellent
4595,14.9,84.3,8.4,85,A,Good
8169,9.7,100,7.1,70.4,B,Average
725,16.2,71.3,4.5,86.1,A,Good
2353,19.8,81.2,9.3,100,A,Excellent
6948,21.3,72.2,7.6,100,A,Excellent
5858,11.4,90.1,3.7,78.9,B,Good
9069,25.4,95.7,5.5,100,A,Excellent
106,11.2,80.62,9.53,59.3,D,Poor
5879,9.3,68.7,8.1,68.9,C,Average
2891,16,91.8,5.2,90.3,A,Excellent
2306,36.8,81,8.5,100,A,Excellent
8481,12.7,92.6,8.9,86.7,A,Good
627,8.1,77.5,5.2,71.1,B,Average
4386,12.2,81.5,8.1,81.4,B,Good
6819,15,91.1,5.2,88.2,A,Good
4225,5.4,75.3,6.2,68.5,C,Average
6751,21.3,95.5,4.3,100,A,Excellent
2926,16.8,70.8,5.5,85.2,A,Good
754,22.4,77.3,7.6,100,A,Excellent
177,1.9,61.65,2.93,87.54,B,Good
2472,31.5,95.8,8.1,100,A,Excellent
88,22.18,68.11,5.98,96.4,A,Excellent
4976,5.4,97.3,5.3,80.4,B,Good
192,4.03,89.64,3.23,61.05,C,Average
2907,12.1,75.6,7.8,71.7,B,Average
3289,10.6,97.4,3.9,85.1,A,Good
2713,18.5,71.3,5.3,93.7,A,Excellent
450,7.6,61.6,8.4,80.3,B,Good
6363,11.4,60,2.6,64.6,C,Average
1977,22.9,71.4,4,100,A,Excellent
6670,19.9,79.1,5.5,98.6,A,Excellent
579,4.6,75.5,6.6,58.1,C,Poor
5493,12.3,81.4,7.9,74.1,B,Average
3706,17.2,82.8,7.3,92.2,A,Excellent
3464,22.2,84.8,4.6,100,A,Excellent
2574,14.6,70.9,3.5,76.7,B,Good
3298,8.4,93.4,2.9,76.1,B,Good
4029,26.2,83.6,5.2,100,A,Excellent
7580,5,81,6.8,68.5,C,Average
2631,17.1,75.5,9.1,89.9,A,Good
2735,28.9,87.2,5.6,100,A,Excellent
7955,24.5,76.7,8.2,100,A,Excellent
7095,19.7,79.2,7.3,96.6,A,Excellent
1394,16,79.7,7.7,100,A,Excellent
8234,10.9,90.5,9.5,66.9,C,Average
4809,25,81.7,2.4,100,A,Excellent
2820,1.5,98.3,5,43.2,D,Poor
1814,21.3,84.6,6,100,A,Excellent
502,28.4,78.6,5.8,100,A,Excellent
1735,20.6,70.8,4.9,96.1,A,Excellent
3125,14,87.6,5.6,87.1,A,Good
6149,4.7,85.7,8.8,72.8,B,Average
4445,1.4,99.1,6.2,46,D,Poor
5565,15.2,100,6.7,90.7,A,Excellent
1043,22.6,83.5,7.7,100,A,Excellent
1247,15.2,89.1,4.7,86.5,A,Good
3152,12.4,82.1,5.9,70.6,B,Average
281,15.8,74.8,8.9,89.1,A,Good
8569,18.1,96.8,3,96.2,A,Excellent
9084,17.1,73.6,5.3,75.8,B,Good
2934,21.7,100,6.5,95.1,A,Excellent
3413,28.9,67.8,7.6,100,A,Excellent
7827,14.6,96.4,5,71.8,B,Average
8124,14.9,99.2,4.4,100,A,Excellent
1153,10.5,74.2,9.8,76.2,B,Good
3148,10,81.2,4.6,76.5,B,Good
5703,15.4,100,7,82.4,B,Good
8707,16.4,91.6,1.9,100,A,Excellent
3542,25.2,98.9,7.8,100,A,Excellent
1179,8.1,81.5,6.8,81.5,B,Good
2161,7.2,86.7,7.3,59,C,Poor
3412,12.2,77.4,9.3,82.8,B,Good
3559,14.2,100,7.3,93.4,A,Excellent
7717,10,81.9,5.9,65.2,C,Average
2579,17,86.5,4,90.2,A,Excellent
6353,5.5,85,9.4,43.1,D,Poor
6304,22.9,93.3,2.6,97.7,A,Excellent
3069,16.6,89.7,8.8,97.2,A,Excellent
4466,6.9,98.7,6.5,77.3,B,Good
5224,8.5,90.2,5.6,74.7,B,Average
6449,0,89.8,4.3,29.5,F,Poor
3938,5.7,70,5.6,61.2,C,Average
3046,0.7,94.4,8,56.5,C,Poor
9067,8.7,100,6.4,83.4,B,Good
811,13.7,95.7,6.2,77.1,B,Good
1771,15.3,84,5.7,89,A,Good
3228,23.7,81.1,4.7,100,A,Excellent
7899,5.6,71,4.5,43.3,D,Poor
1743,15.5,92.9,6.7,83.1,B,Good
3688,16.9,82.7,5.9,83.2,B,Good
893,22.5,93.6,8.5,100,A,Excellent
5050,13.7,82,5,80.4,B,Good
4899,19.7,94,7.8,100,A,Excellent
1742,13.8,88.2,9.7,68.8,C,Average
8186,5.7,85.6,5.4,61.3,C,Average
1206,15.3,94.5,10,100,A,Excellent
8354,20.4,77,6.9,100,A,Excellent
2969,2.3,63.1,9.5,67.5,C,Average
1173,15.7,84.6,6.2,83.8,B,Good
2500,17.4,100,7.7,98,A,Excellent
8009,12.8,82.5,5.5,60.5,C,Average
4027,9.5,80.7,10,100,A,Excellent
4549,17.9,93.1,8.6,85.3,A,Good
8112,1.5,77.5,3.1,58,C,Poor
2617,9.9,92.5,6.7,66.5,C,Average
935,18.1,87.1,9.5,91.9,A,Excellent
5906,12.3,61.2,4.1,74.7,B,Average
3826,23.2,82.2,5.5,100,A,Excellent
945,27.9,87.7,8.7,100,A,Excellent
218,13.3,80.9,4.6,97.4,A,Excellent
6849,32.7,71.9,6.7,100,A,Excellent
3861,11.8,73.2,7.5,64,C,Average
1248,9.6,66.3,6.4,79.1,B,Good
1937,16.8,79.4,5.9,100,A,Excellent
5668,20,100,6.6,100,A,Excellent
6836,6.8,95.3,3.4,70.6,B,Average
5776,5.9,94,5.5,84.4,B,Good
2441,27.2,81,4,100,A,Excellent
7029,6.9,100,7.6,75.4,B,Good
1329,6.5,91.1,6,77.6,B,Good
8694,14.2,82.1,3.3,100,A,Excellent
763,32.9,100,2.9,100,A,Excellent
2455,19.8,80.1,3.6,100,A,Excellent
5554,19.5,73.6,7.6,98.1,A,Excellent
6512,21.2,100,5.1,100,A,Excellent
5187,12.4,96.2,0.9,72.9,B,Average
2602,19.3,90.6,4.6,95.2,A,Excellent
3108,19,90.8,6,100,A,Excellent
8395,9.1,86.1,4.8,77.4,B,Good
1371,13.8,77.9,3.8,81.9,B,Good
5542,26.7,97,8.3,92.5,A,Excellent
7573,10.5,71,5.3,91.2,A,Excellent
3831,13.6,88.9,6,75.6,B,Good
7425,2.4,94.9,5,55.1,C,Poor
2840,13.9,86.7,7.2,82.6,B,Good
2958,13.3,89.4,8.9,90.6,A,Excellent
3316,17.9,69,5.8,96.9,A,Excellent
1124,7,87,5.9,58.2,C,Poor
348,5.1,79.5,7.9,56.9,C,Poor
6456,8,69.3,7.5,61.6,C,Average
598,8.1,84.5,4.6,74.1,B,Average
3318,8.1,89.7,4.1,79.7,B,Good
3181,21.8,94.3,4.8,100,A,Excellent
4101,4.5,85.9,6.8,50.4,D,Poor
4655,19.9,89.9,7.7,100,A,Excellent
7625,34.1,83.1,7.7,100,A,Excellent
7961,10.6,72,4.1,69.6,C,Average
1054,16.8,100,4.5,91.5,A,Excellent
8576,17.8,80.4,5,100,A,Excellent
1419,25.7,89.7,7.2,100,A,Excellent
7681,18.7,82.4,4.7,98.8,A,Excellent
1647,13.7,93.3,5.3,78,B,Good
7321,19.4,81.5,6.5,92.7,A,Excellent
125,21.12,95.87,1.43,68.78,C,Average
78,22.1,81.34,3.92,71.51,C,Average
7023,11.1,90.9,8.4,91.2,A,Excellent
6615,20.4,72.8,4.4,93.9,A,Excellent
4223,15,89.6,6.3,83.9,B,Good
6401,17.3,74.4,4.8,98.5,A,Excellent
6108,9,81.4,6.1,71.9,B,Average
4849,11.1,98.2,6.9,62.6,C,Average
6034,8.8,88.1,8.6,63.5,C,Average
539,22,74,4.5,100,A,Excellent
8969,18.7,92.6,10,100,A,Excellent
4348,3.9,93.4,4.1,60.8,C,Average
1321,15.4,92.8,8.5,89.6,A,Good
8524,7.9,84.8,6.9,70.9,B,Average
257,23.9,68.3,7,100,A,Excellent
2252,25.6,65.5,8.8,99.4,A,Excellent
8661,31.1,87.1,5.3,100,A,Excellent
4256,22.2,72.8,6.3,100,A,Excellent
7069,26.2,79.6,9.9,100,A,Excellent
3315,12.5,99,5.8,69.9,C,Average
2031,20.6,70.2,0,100,A,Excellent
4622,27.1,88.7,3,100,A,Excellent
8274,12.3,78.7,6.9,84.5,B,Good
6866,22.2,88.4,5.7,97.6,A,Excellent
2649,15.1,82.7,8.1,92.1,A,Excellent
7733,12.2,76.5,5.3,94.6,A,Excellent
556,12.1,100,6.7,86.5,A,Good
955,14.4,82.7,7.2,87.6,A,Good
997,27.6,92.9,6.5,100,A,Excellent
7170,15.3,71.4,6.3,84.4,B,Good
4543,2.3,70.5,6,69.5,C,Average
1139,19.2,77.6,2,100,A,Excellent
2849,10.7,73.4,5.3,89.3,A,Good
2694,14.1,83,2.6,99.9,A,Excellent
8757,11.5,73.3,10,75.4,B,Good
2410,7,76.2,6.7,73.8,B,Average
9082,26.2,100,4.2,100,A,Excellent
5882,24.7,82,8.7,100,A,Excellent
5504,5.3,71.4,7,69.1,C,Average
6946,22.6,74.5,7,95.5,A,Excellent
4135,14.2,79.3,6.9,83.3,B,Good
770,27.7,73.8,9.2,100,A,Excellent
2326,19.7,100,6.4,100,A,Excellent
4117,13.3,91.4,2.6,84.8,B,Good
1990,18,83,6.4,90.6,A,Excellent
3498,14.7,86.7,3.8,90.9,A,Excellent
8966,4.2,85,3.3,50,D,Poor
2414,8.6,70.9,4.7,70.3,B,Average
5708,17.1,82.9,7.6,87.5,A,Good
1749,16.3,95,6.5,91.5,A,Excellent
318,12.8,97.7,8.1,79.8,B,Good
7727,6,86.3,5.1,50.6,D,Poor
350,13.5,80,4.4,91.5,A,Excellent
1693,21.1,75.8,4.3,83.8,B,Good
1956,24.6,85.6,8.9,100,A,Excellent
7702,7.2,82,4.2,58,C,Poor
1948,14.8,93.7,8.6,95.7,A,Excellent
6757,17.4,93.6,4.6,89.2,A,Good
1006,17.8,93.2,8.2,95.1,A,Excellent
4088,15.6,86.9,2.9,98,A,Excellent
892,18.6,78.7,5.5,100,A,Excellent
5596,2.8,94.4,7.3,65.1,C,Average
5179,14.1,82.5,7,88.1,A,Good
1157,10.2,99,2.5,82.1,B,Good
451,14.6,92.6,2.8,67.3,C,Average
7676,9.8,81.4,5.6,65.2,C,Average
2964,7.6,79.6,6.1,74,B,Average
3618,13,75.8,7.6,100,A,Excellent
5975,18.1,66.6,6.4,95.2,A,Excellent
4771,15.1,68.6,5.2,78.5,B,Good
3637,12.6,86.9,7.6,77.2,B,Good
926,4.3,80.2,6.1,65.2,C,Average
958,18.2,91,8.1,99.1,A,Excellent
5128,14.9,79.4,6.1,92.1,A,Excellent
7736,3.3,78.2,4.8,51.7,D,Poor
7307,22.2,89.3,9.1,100,A,Excellent
2865,17.9,88.5,7.9,85.5,A,Good
3801,5.3,97.7,5.4,80.1,B,Good
275,8.1,81.6,3.9,78.1,B,Good
1250,4.1,87.9,7.3,50.5,D,Poor
7327,23.2,84.3,9.3,100,A,Excellent
2026,16.3,65.4,6.7,94,A,Excellent
5051,20.1,78.4,5.7,98.4,A,Excellent
8940,13.9,76.3,3.8,82.7,B,Good
6755,1.4,77.7,6.9,65.1,C,Average
4084,1.6,76.6,5.3,61.9,C,Average
1605,11.6,88.6,6,79.8,B,Good
3096,24,88.3,7.2,100,A,Excellent
970,5,82.1,4.1,59.9,C,Poor
8684,20.8,86.8,4.1,85.2,A,Good
3442,10.7,96.8,4.4,93.2,A,Excellent
1368,8.5,75.9,4.9,63.9,C,Average
6743,4,99.7,4.6,70,C,Average
4555,14.4,82.3,4.6,82.3,B,Good
2446,16.8,80.1,7.2,99.7,A,Excellent
282,19.6,88.3,6.5,100,A,Excellent
1336,12.6,63.7,4,95.1,A,Excellent
632,25.7,94.9,4.4,100,A,Excellent
2968,11,84,8.2,76,B,Good
5172,6.1,89.3,5.9,67,C,Average
4226,18.6,80.6,5.1,92.6,A,Excellent
2498,13,79.6,7.8,85.8,A,Good
6313,6.3,97.2,6.9,71.4,B,Average
7953,13.1,73.6,7.4,90.6,A,Excellent
6417,6,87,9.4,67.2,C,Average
6561,12.9,67.1,4.2,83.9,B,Good
2497,13,69.2,5.2,97.9,A,Excellent
4464,23.1,94,4.8,96.7,A,Excellent
1876,24.8,73.7,3.3,100,A,Excellent
3460,6.8,94.8,5.7,72.5,B,Average
3937,23.7,83.8,3.9,100,A,Excellent
1114,18.5,80.2,5.9,100,A,Excellent
2989,7.1,83.3,3.9,77.5,B,Good
8768,16.3,100,4.1,94.2,A,Excellent
305,14.9,97.7,6,87.6,A,Good
8797,11.4,86.4,2.9,94.6,A,Excellent
1504,15,74.3,3.5,98.3,A,Excellent
175,13.79,62.15,6.09,71.57,C,Average
9068,19,90.6,5.6,93.6,A,Excellent
4874,16.6,61.3,7,91.4,A,Excellent
3749,25,72.4,4.8,100,A,Excellent
61,3.41,82.91,3.29,84.39,B,Good
8742,25.6,79.6,0,100,A,Excellent
